hour,day_of_week,nearby_demand_score,total_ports,fast_charger_ports,historical_sessions,queue_minutes
9,3,94.23153896731928,16,4,239,33.79868641279955
4,5,78.38426767676738,10,3,484,57.59037094941287
8,2,35.48413602568904,18,8,317,1.1592104606742402
23,6,41.21309302627716,13,8,170,5.730150720710325
2,4,54.96160437189245,8,4,10,0.0
16,0,83.05344564048399,11,9,245,24.820668742726454
2,6,6.871283251826776,11,3,446,9.383334577196507
15,4,42.429688588488816,14,6,197,8.148210655563993
3,5,8.261766345926869,12,5,427,5.967505253203566
17,5,51.46575865735116,14,3,13,3.8193855895491717
16,0,89.89008240062354,9,9,410,31.494990344397063
6,1,78.24849245639379,9,1,141,29.950272641308434
23,0,22.784241754310997,5,0,436,39.793088222021076
22,3,97.59908495987925,16,3,227,27.461310753072272
4,6,66.73503980464284,12,3,269,26.580965073377026
11,2,1.0427699397403067,12,0,10,4.788958072364528
16,1,25.541348468521953,2,5,80,2.8086909912641054
22,0,26.071329991991654,18,3,487,18.274048263001404
12,4,6.9254306285859935,16,0,187,0.0
22,1,95.9826518075929,7,0,466,76.1875554557828
2,6,47.825529457592374,16,0,198,20.706389820552747
8,1,89.5814597371882,10,7,300,30.114724694777866
16,6,32.221550344462834,15,9,17,8.281041260286479
16,0,12.523357043282711,19,7,262,0.0
19,6,47.43361099062139,18,1,417,41.42824517602822
15,1,11.395663471431716,19,6,476,5.351825801149649
21,4,48.601550297753995,6,7,301,27.760237258570285
12,5,92.02971812194077,10,7,443,48.76079625957495
18,1,52.07681418342127,12,9,253,13.397191824102942
16,6,61.649972689508346,2,6,132,21.74538410214311
3,5,15.66384369738083,19,4,308,1.6897876411605914
11,6,4.373562587996949,7,0,292,21.843299728347255
8,4,11.080796217980705,3,8,41,0.021149294970757883
18,6,59.853157568436565,16,6,343,32.32101027433406
11,0,9.501169899230465,15,1,386,18.542383610969935
8,2,37.59928899413114,6,5,155,9.206192558389494
6,1,55.009194045815605,7,1,165,28.562861302931694
13,2,38.8652798629847,7,0,422,40.03808580604201
19,6,16.36838014653015,19,6,25,0.0
18,4,27.379130751410653,15,1,364,34.03144402185617
14,1,92.8317532848577,11,1,56,26.54175548602449
15,6,67.59822755863554,15,4,260,15.225200404744061
20,5,49.60478386798866,14,4,196,20.620042954926053
4,3,1.2714889986893518,4,6,40,0.0
2,6,99.24154004894702,7,0,269,68.159671277643
11,2,67.14549348946433,9,7,430,38.00330108602706
19,1,31.692247734494494,13,2,26,0.0
20,2,87.92686599978381,14,3,48,31.714264194688347
3,1,25.84316202918181,12,8,313,0.0
20,6,54.40165791827516,13,3,439,53.733512377499125
22,0,63.607076372982505,2,9,483,46.716484655527246
15,5,22.106337145372844,18,4,441,3.9040341451992435
6,6,97.83972788005958,17,6,48,2.140705090958277
12,2,74.81919059789975,12,3,498,54.2737385166683
20,3,55.781322551106996,14,0,141,31.389796452387664
9,3,18.059459817530087,19,8,39,0.0
6,4,5.385820699802613,12,3,167,0.0
13,1,32.005983252098346,13,8,287,0.0
4,2,75.31873359134028,7,5,212,33.82845913138922
2,4,26.933129830202507,10,0,75,0.0
22,2,53.95562204955051,17,2,117,0.0
10,1,72.79471767307432,5,1,277,56.02924136606684
10,6,10.794371464646435,4,8,231,0.0
17,6,68.52980161158733,17,0,301,37.65088471457917
14,3,9.18708877100447,13,8,27,0.0
11,6,96.51297421269966,12,8,99,7.735617350106144
8,6,48.839413006493956,6,7,190,5.588474904480708
9,0,15.067610770987738,19,7,264,0.0
11,3,34.23836360335465,7,0,464,51.97671003791125
16,4,41.34164492952615,19,7,262,0.0
5,5,75.81850110765373,7,9,266,25.04415591725805
6,0,74.34237860766093,5,2,392,69.43822779640759
13,4,61.194050533733105,13,6,451,29.982630959078726
12,1,10.593071255849296,3,0,355,36.188278801147995
7,0,15.15693715876736,18,0,96,0.0
9,4,9.375692064555663,12,9,99,0.0
8,1,57.71727832875501,12,4,246,14.534100897288653
17,3,87.71384415114039,17,4,399,50.363129217961756
1,5,43.38005122547718,3,7,79,4.387404600474221
4,1,16.08481739577462,3,6,53,11.745378933503787
4,6,55.804232514896704,9,7,209,6.221899076069152
5,2,81.17522168657099,14,5,161,11.604484315208186
18,1,74.171206151293,11,5,95,24.269988010090263
7,1,88.14507796750213,9,1,28,27.8515332272998
15,5,27.790209724886783,5,5,110,1.3177540597739248
12,2,19.395386726777485,16,4,411,13.218172333129331
0,6,87.98164859419387,2,2,104,32.258863944420895
21,4,65.75603127780231,12,5,263,8.243366287922795
19,4,31.092893000755417,8,7,366,27.66705564032696
16,1,74.23480505725092,18,8,39,5.486500937718544
6,2,81.51183844803678,19,0,258,20.727679065990415
12,2,61.497824034113236,13,2,435,27.21075031858784
3,6,68.78841098799151,10,2,42,15.450102525091802
3,5,37.52599044426663,6,7,467,33.68128134064689
5,3,53.86956673430391,11,0,238,23.283741333154808
18,4,52.415917072616224,5,4,21,16.380260532703463
11,5,84.80477911307719,6,2,127,32.25367095836523
21,0,83.99639802821825,11,1,359,53.45087560147883
6,4,83.26804693470432,12,7,164,9.902447086437121
9,5,1.1031614262465794,11,2,432,18.221900308000887
18,4,74.95454844688882,9,6,402,42.40414090892246
6,3,75.86763901110048,3,0,255,53.14956017991124
2,0,67.83788228551418,9,5,414,36.68867133820184
12,3,75.62646578914526,17,2,341,30.63152950271017
12,6,84.19703714967088,6,7,256,32.008279782384754
17,0,47.03190541017857,4,5,38,23.305171604568116
19,1,50.20502134884472,13,1,170,18.805826816122075
7,5,12.471405691139047,14,5,244,0.22745738165376
8,0,38.53758830473618,14,6,199,2.7916821160585275
6,6,64.33651799117843,11,4,126,20.05149617839899
0,6,78.03997761472745,5,2,280,48.61115895189634
2,3,21.720909769121054,10,3,267,10.182747906323113
12,4,13.78228991592354,3,3,189,1.7718309951499478
16,0,66.30420045004922,2,5,496,51.792319203459485
23,5,0.18798835249106416,8,9,382,4.2238718789085
0,0,17.837258430732984,18,0,181,0.0
5,2,2.9071380343953734,4,3,447,35.0461324661898
20,4,16.688511785487094,4,9,283,9.777241447894799
5,5,18.131927992550523,4,3,268,21.465474693919024
11,5,38.76735947503942,18,9,144,9.344089202719266
12,1,40.2327124686556,8,0,180,24.214884276114127
12,3,87.42624706102377,15,8,219,12.996031058467128
14,1,51.010971249882516,18,3,245,5.048266029063007
20,5,72.34047656122863,19,6,431,30.415830994984745
15,4,10.413735792028744,14,2,430,20.984732574566113
21,0,22.543875546369385,19,9,195,0.0
20,0,70.29434409786768,5,2,426,79.26958833084892
10,4,5.280396046852809,2,7,373,7.125026490570144
4,5,48.65976622437531,19,7,452,4.63258478964876
3,6,59.936896566293385,2,0,104,43.543885279257864
2,0,60.214564405248105,14,9,387,12.070770757834836
18,6,2.293281126804203,11,1,20,7.266377380212723
19,0,32.21080042291855,12,7,77,0.0
17,0,63.6490651049154,10,0,388,56.41504368766842
14,3,14.899973614924345,10,7,219,4.460337998658603
8,3,69.54156483280532,6,7,205,19.32132082762462
16,2,74.59252088136745,2,1,378,71.58970450826894
13,1,98.19691904461453,18,3,107,14.924513860007679
14,4,20.984199485640943,3,5,102,0.0
0,4,82.51306676661152,14,8,481,38.178007210158604
20,4,52.0296576918654,10,7,31,14.095944556696699
21,2,37.34625961441734,5,7,459,36.03806209978097
21,3,12.237675732517793,6,6,181,0.0
2,5,73.55056064875376,12,8,392,33.35199733416137
15,6,23.585759914368708,4,1,143,16.146222283199908
22,6,37.142200187304574,13,2,435,31.11877124496626
10,5,6.254222689736844,14,9,34,0.0
11,2,80.13669158195191,8,7,194,23.63758591992395
9,5,76.65885239716434,16,5,94,5.906643280666891
15,4,73.36158300423125,8,9,64,0.0
7,1,29.94435104918867,9,8,260,7.122479106234739
5,0,17.348007426595725,6,9,153,0.0
11,6,63.75532644702297,15,3,360,24.438815665818787
23,3,49.616638411321944,5,7,407,39.49647959026219
20,3,17.82524669046416,11,9,176,0.0
7,2,68.59112710498637,16,2,421,42.19313798992373
3,3,99.11264318213037,19,2,233,27.397528429772496
7,4,74.72195877420377,14,7,229,10.961848669452365
17,6,73.99863866856118,9,4,188,43.26712035595205
4,5,95.03127529305917,10,2,128,35.77012293447961
8,4,20.29363675749022,17,9,442,0.0
3,2,56.55499649214404,17,0,274,16.07127954560006
21,4,97.96467150338835,8,2,451,76.72938567564825
16,5,16.529411097017455,15,8,438,0.0
8,1,70.02519594445211,15,4,159,6.293941458368943
0,2,58.5810145971902,5,9,425,27.99763722230773
20,1,58.647909218870694,16,1,462,50.12527300305611
19,0,69.76706275200752,4,6,224,36.17453817619403
12,1,92.96169228756843,6,1,206,51.57444255027655
15,0,78.2581939851338,2,3,51,28.236909089661665
12,0,5.613610341621,4,6,62,0.0
13,1,85.27280198757113,16,3,489,50.19578386794581
2,2,22.554132992573262,9,6,452,22.296919650550322
5,5,37.6914164736372,5,6,339,35.211697897868326
17,4,46.17328136123822,3,0,260,50.527223582803046
18,4,48.090600075306966,11,5,304,38.24220525415609
4,5,43.51803992553568,5,8,387,31.3245277678432
14,6,93.73532942158644,4,1,280,59.97220101390972
1,6,70.60190076640247,3,2,464,70.7171301561314
9,0,63.117064595670634,18,9,422,8.47036605114724
23,0,4.984202778294156,14,4,132,0.9284429020936946
17,2,90.39133302603747,6,8,376,69.3413215800415
12,3,90.93901920083962,10,3,396,59.09754076357638
4,1,78.02130634301024,7,0,348,62.35369503767233
22,0,0.7029203813619156,6,3,275,4.6999135909077445
23,4,5.728025107762336,11,5,357,0.0
0,2,22.522370226848977,9,4,38,0.0
21,1,13.134940814490669,8,0,472,43.800511181564914
0,2,39.88360297037295,8,3,44,0.0
17,1,92.26230580877896,7,5,15,28.355706063506005
14,1,47.206043419699824,4,9,405,29.734360391020253
16,5,1.340262643216561,16,9,120,0.0
10,0,28.274568957876202,5,3,303,21.474667243362042
20,2,4.459490837296154,13,8,86,0.0
21,2,3.6287622613502157,7,4,358,4.786294109724366
16,5,27.571985309555224,5,7,156,0.0
12,4,27.56123386789454,16,8,76,3.517139583936544
0,4,78.7126602601604,10,9,401,25.919481218925384
1,6,97.4834652781112,6,4,17,18.452371966581413
8,0,37.12070938899983,14,5,131,0.0
2,0,42.88868788610386,19,0,349,22.004121455601155
0,3,84.47894362860214,6,6,184,29.654862774316626
20,5,26.813902009551338,17,3,397,22.78404561419758
15,4,15.638180440344795,15,1,188,0.22179398757803526
22,1,85.30896234036504,17,4,94,0.0
5,2,4.650058644006549,16,2,460,12.798557590878437
16,0,61.96994401994157,5,5,54,13.302147166989009
4,2,56.199284746680675,8,7,145,3.5531000028617314
4,2,34.59204475016943,17,6,352,5.525644934066804
5,3,31.5189521097359,9,2,25,0.0
2,4,77.18577261816213,18,7,342,21.432431275348915
20,0,8.642461076254648,17,1,204,3.493698866103582
22,2,23.67843093113854,11,9,18,0.0
4,0,73.24487318380898,11,8,325,23.02306841506293
20,1,54.83205837264242,3,3,343,61.179705357266506
4,3,12.798820853358638,10,0,342,26.700824908767906
9,1,88.213561428206,18,7,336,15.323385076747936
9,0,39.34478465635915,12,6,24,0.0
18,6,82.78683753221728,11,4,336,61.17493322647105
16,0,78.77130155277086,18,9,111,0.0
20,4,62.4425446471728,5,4,235,52.223937710244364
13,2,49.448113129509295,17,6,434,24.6212364797982
8,2,97.95508403817568,16,4,287,31.66856688437967
13,1,14.496507237981703,6,7,417,19.35506525186738
0,3,72.51557275511148,7,5,122,13.68932497085645
18,6,19.1190701464789,18,4,494,29.733201563578504
12,5,33.82631053323484,2,8,437,33.610275196551264
12,2,30.869874337319526,5,1,10,5.800128579460841
3,4,94.7035987738723,18,0,275,35.623939026759174
0,1,96.73561777882752,10,7,217,20.762391811577892
16,1,18.301544423472716,3,2,119,11.567032535483882
7,5,2.2035160297504186,9,6,209,0.0
1,4,72.00080396631131,16,9,449,20.313649521942985
7,3,41.798993387048434,8,7,378,26.405406025624075
6,4,8.884024508756438,7,5,482,24.601500933743402
1,3,68.37541055770426,2,9,315,44.429418502801184
21,4,54.51055282606997,16,8,21,5.125545762908867
21,4,98.0516822001106,8,6,354,47.15634915842741
2,0,22.740949586137894,18,9,474,0.13656689925719334
17,1,40.397787632654826,3,4,197,36.66204030360524
11,4,54.254580339542294,10,7,163,0.0
0,5,79.16999884533517,10,1,377,49.58300484024583
21,4,54.88386567200587,14,6,343,12.938128301103637
11,2,61.29001608619492,7,3,434,40.86390552881778
4,1,22.614705158994074,7,8,429,16.444819920755254
16,2,84.69187280885599,4,0,386,71.7005771811628
15,1,42.86305469704757,18,6,288,0.0
14,2,14.095962752176927,18,5,180,2.0210643263866603
22,4,66.41879145054173,13,7,143,4.088759448725661
14,4,21.60904531853075,17,4,462,12.13969505358982
4,0,9.756251023929973,16,0,436,14.857784635920138
20,5,86.19869084042723,14,0,34,36.45655617897289
13,2,46.016226448843966,2,8,27,3.4011018023834554
1,3,74.92837126957764,18,9,199,1.537017848598442
10,0,29.05875598063551,4,5,150,2.4063167381439508
18,2,78.69701349176663,16,9,52,1.931510573439219
6,2,11.193592702153033,5,4,343,23.874199605203913
5,0,35.597337379485275,5,0,293,34.11552339668399
1,4,97.80618179735285,19,5,155,21.89278759433858
5,2,79.39897163680061,18,5,324,18.471331148473375
17,4,49.72559303146882,12,2,453,55.324831582435095
1,0,33.97774715618851,4,7,328,17.42644559806257
17,4,87.21357000224765,9,0,450,86.72313918072513
14,1,54.48477590845157,15,0,101,0.0
18,3,75.84250178691111,2,5,188,49.99104189937196
1,6,75.4107680316164,15,9,65,0.0
19,2,1.794567856849183,3,0,164,26.973975667886048
5,5,12.625378279261346,5,5,169,4.972236877544537
0,3,65.96293663947422,7,0,120,34.21149925530987
23,6,16.161981128587144,2,5,146,0.0
14,4,25.54933446556047,18,2,241,10.210348264639402
22,2,94.66379541996072,9,7,489,58.7082974130847
9,4,56.01822583749119,2,5,477,52.8266172162806
18,1,75.07295069993472,6,0,229,64.22211494492207
16,0,55.798073878263985,17,4,490,31.77998605164545
4,2,55.25136147827252,7,7,77,0.0
3,6,9.41519101256979,9,2,311,12.797178842995276
9,6,34.3663192609103,14,5,258,0.0
23,1,28.24308986865117,17,4,491,15.199734970875472
16,1,39.07283656136132,4,5,332,26.305022601905243
9,2,79.83441882243282,13,9,419,21.65385296251816
16,4,37.19326679168648,17,0,401,25.42581574692016
19,5,45.16968192316827,12,6,15,2.9264971825816906
23,6,39.73813904853165,11,8,473,23.743487504647696
4,6,9.340797197529561,5,1,289,24.670024861940952
1,1,44.10721582507837,13,9,441,14.775308962613527
5,3,19.560927304451504,3,4,496,38.71683616114124
20,1,18.672329577304147,6,9,103,4.198319322155944
1,5,9.403610443426636,9,3,438,14.71421752250365
12,4,35.667097414176475,8,5,278,10.130191794525837
10,4,75.74818847894174,15,5,206,8.65309388235465
10,3,27.644169058339607,4,1,34,11.622364824866356
15,6,31.234910188551357,19,1,157,4.713942570700378
10,1,64.26746576724236,17,3,127,4.270259068846155
18,4,19.58408125869189,19,0,347,26.851689955404936
14,5,89.69579304235343,17,8,376,20.051482609116775
22,2,52.01905232515544,9,6,347,26.452501761882626
22,0,44.7602940320217,2,6,75,7.254274874095028
15,0,55.78201919292014,18,2,467,36.82542011588464
10,0,16.603431341619547,13,2,310,6.725594508048783
21,6,61.34731386391763,12,0,379,42.6489424899084
15,1,36.31007366340104,6,2,184,21.259579424505468
7,3,89.7186340964619,13,2,328,50.04016288418711
3,4,16.885420667768614,18,3,85,0.0
7,2,50.705110386544106,7,3,470,49.047176836510175
3,5,59.8112629369018,2,2,123,26.91342830024264
23,2,3.3383601786381223,6,9,120,0.0
2,5,36.369312475614024,15,7,258,1.002298157068645
2,6,73.26352347008329,6,7,448,51.47628851631481
17,1,82.03775074489734,2,0,212,74.5292094178823
18,0,31.316199481728233,19,6,156,0.0
18,1,79.85932723827513,17,1,44,20.57541646875519
20,6,96.77558771033888,10,0,496,81.89605505491403
4,3,85.6873936075094,6,2,318,63.492202342025635
17,3,11.76439881593252,3,3,35,3.9519264973758297
9,6,73.97303320855406,16,5,247,20.963534651576513
21,5,31.966683244054472,8,9,23,4.7293482184207285
20,4,98.84159894120765,5,4,383,76.21784770792351
5,4,48.53589831598871,2,3,54,11.004024401655633
0,5,12.243389835894103,14,7,437,2.573545999878747
4,3,72.51855480273908,8,3,225,29.537657215454182
8,3,32.30111983862138,16,9,242,0.5124232107910377
11,3,99.70781570816617,15,1,202,34.6397699000485
13,1,97.97824578545219,19,2,60,2.0833308203979275
1,3,65.61340180205806,11,5,436,28.254360805406748
16,2,12.982644895171758,10,7,384,5.024743690058871
13,0,68.68609976750291,9,7,223,14.835261152098333
12,3,9.30304864600272,11,8,160,0.0
8,5,2.9364159102392318,18,6,449,3.4793191954689267
14,0,82.2958446221486,3,1,284,66.41513369423653
21,1,20.975294768368137,7,7,347,8.824923777375028
14,5,37.90271262190974,6,6,85,0.0
23,0,97.34573899761732,10,7,448,54.97358466437808
10,5,33.684050186110326,6,2,229,14.957347244557285
15,1,29.648978128331528,19,6,357,1.115765273738485
16,2,91.82079996227752,10,9,453,46.96982984024953
3,1,11.074844531895812,18,8,196,3.401151042088146
0,1,75.95824101146317,18,2,298,16.09535699321926
7,5,98.8065566652774,13,9,412,33.79650198359399
16,6,90.12960107746488,8,5,37,13.373484274615112
2,4,65.1667918706426,4,1,388,60.88283070736737
19,3,31.406079499273197,11,1,189,27.00676264847652
14,3,25.43219811783167,3,4,262,28.399651096145746
14,2,81.92551048714611,4,4,135,31.98792784173269
23,2,87.98219139516952,17,6,186,8.103233206038693
21,3,52.54349125456928,3,1,46,27.620105721678378
13,4,24.433994078646613,11,6,419,15.599881731974834
22,3,11.294320841117356,7,4,108,6.338257555939869
13,6,8.717946783183116,12,5,107,1.4436400150491815
23,4,71.90774473538556,8,7,136,6.7682892741264284
1,2,42.0118727847725,16,9,492,4.540294618497216
12,0,90.53598742778703,7,3,177,32.210432468598874
13,5,73.96713007267637,10,6,89,11.193824210130549
23,6,19.12604179145867,13,5,303,5.94298411543504
18,6,61.377741881569904,4,9,342,54.13568164771686
6,2,43.550545439815934,16,1,135,4.490799381524168
2,2,57.72497307686131,3,7,352,42.87667942610559
14,1,73.80691233385171,3,9,319,32.90337450365743
22,6,80.61958810037908,4,8,159,18.427714966470255
13,1,84.37373264067243,7,4,25,22.93726298242398
10,1,25.397487457202473,16,9,37,2.088403761197003
14,5,3.1115599917357684,11,3,428,13.893001867572353
12,1,73.92947351647732,10,5,453,49.201594161403605
17,4,10.634372625577459,2,7,182,15.13311372507976
5,3,31.491958861296766,17,2,55,6.419084299267807
2,0,0.38171341243471435,7,9,337,6.4749279240847795
18,2,68.166948240162,10,0,245,56.30457588178274
14,4,16.713201147122124,5,3,448,38.3856149363757
22,0,65.52824096916582,3,3,223,42.63443324670679
4,6,99.17426171678389,5,0,94,46.681282198218845
9,6,7.267087161001628,2,8,291,8.516366955066514
6,6,7.707801195146069,11,2,241,0.0
16,4,34.03800926666749,16,4,94,5.269457761479416
6,4,86.6386514251342,17,5,418,30.14671101373693
21,2,21.552986879133186,5,7,498,31.005509873540262
11,3,36.037781993034756,3,5,74,0.19312120438658198
16,1,6.8505406626979575,14,2,143,2.7669449153721337
12,6,76.31552912588894,2,5,160,34.988138433304925
19,5,40.83063427594511,18,0,124,3.841537347155894
3,3,75.92487330608428,14,3,73,10.365934808134538
9,5,90.3607844346795,5,5,352,52.490788333176205
2,2,23.276314710128876,8,6,436,25.643890959131284
8,2,80.73960303399514,18,9,372,14.576429960669609
12,2,5.909389007825327,10,2,416,20.531799430852853
17,0,89.88473881802473,5,8,361,57.254524633936306
14,5,65.07685475587473,2,6,167,24.29176622080056
3,3,87.42267241383516,11,0,86,28.018143026412158
14,3,0.018839955658189744,5,1,155,6.792932379041874
21,4,16.90810703559925,10,0,352,32.04093895682707
1,4,38.975938742649205,14,8,472,10.662110612610231
14,6,37.950290337471856,15,8,234,5.384240723288402
7,4,22.673038292351066,11,6,414,1.888132057547029
7,2,38.16119398672001,7,9,322,4.30964998789856
16,3,12.884871200025483,17,2,112,0.0
11,5,41.27611292660261,7,4,416,29.475513016097693
18,2,80.23543291592642,18,3,356,37.799774509025305
9,0,47.90700631033512,11,6,310,17.018497715856547
8,4,1.8000088945214987,19,8,437,0.0
4,2,42.14440415792474,19,1,475,29.46922906698791
5,2,2.717501609084416,4,7,97,3.4523634306075652
19,0,96.62434107067982,16,8,380,46.64025550120257
1,1,12.745395942286898,16,9,312,3.2888158807518684
23,3,70.76883263306188,5,9,177,15.736754885319588
12,5,97.27763228920858,10,8,444,43.103849203075576
5,6,82.60390516665719,18,9,179,5.289070904103981
4,1,69.93153751262037,12,6,144,4.420208092404547
0,4,83.9460909500767,10,8,59,0.0
20,2,98.17986932606276,11,8,441,61.30034528400939
21,0,62.13444972535296,19,2,349,17.40317026619391
20,0,55.918480682932646,14,3,356,39.47208843151916
5,3,62.82381104632814,9,1,143,26.432175130981403
5,1,53.2675886761555,8,9,356,20.975503034308385
22,6,63.50891059097188,18,2,146,0.0
15,3,44.98422079725592,16,4,254,1.45358353388424
3,2,21.84431828833071,16,4,118,5.371665023851219
10,3,12.024722651167563,2,5,322,21.69436191425349
23,5,6.834093553226039,15,6,296,10.375325196742708
22,0,26.331578375320007,6,6,30,5.900640868707638
8,0,4.6123564335733835,12,0,99,5.7214653427996955
22,4,56.71707799193856,17,1,305,14.919196243690273
2,4,28.382844702352028,3,8,121,3.819301758167113
18,6,82.45348080870322,9,9,310,41.96120639586705
7,2,7.424087298838645,12,1,86,0.0
4,5,22.635149434148595,19,5,186,0.8400767026626426
3,1,73.02461470901459,4,0,352,68.4383650275647
23,3,59.88082963834914,2,2,157,38.14457277419563
5,6,6.449127124916753,12,1,110,0.0
1,2,87.72394571622004,17,2,255,33.07426742607312
19,4,87.72617628261796,19,4,126,18.27515043092916
10,3,33.040800387577384,17,9,101,1.083415594821431
3,4,34.04058433495647,11,5,410,19.503541830092562
14,3,98.90283583501738,19,8,37,0.0
5,1,62.61761715931382,7,9,434,37.540023454859465
21,2,53.13165205680591,5,3,459,48.26485742932347
16,3,83.81521835519244,14,6,34,9.725975371384665
23,5,28.529033835731642,15,5,67,0.0
5,6,42.91825933963569,4,1,306,38.07079125354356
18,0,26.777667548833417,11,9,143,1.851059449708705
1,5,78.91608465887315,7,7,340,41.37961316161313
14,5,57.3349345635218,2,6,258,31.96508867890238
10,6,65.88250701400705,15,6,47,0.0
7,0,25.230724983940654,9,7,399,15.568112918608419
18,5,22.02253013773151,15,0,438,38.65591768157736
12,3,48.83746289829387,11,0,84,17.784637738821466
11,3,73.75657490928268,18,7,151,4.196745571158011
4,3,52.523975752016014,10,3,331,34.72610963103618
5,0,3.2645677545668605,7,4,177,0.0
21,5,86.85515063202888,12,7,268,24.830633193985925
3,0,6.468689351513158,8,4,382,11.932014932153066
18,3,95.58244837207522,18,9,364,31.163217307590273
19,6,2.5141958277272725,2,3,234,28.457918833592473
0,5,69.44504561307087,6,5,161,21.134294017636357
19,5,8.220706371178165,10,4,28,3.2770191492511853
16,4,91.06765794351396,19,6,155,0.0
11,4,46.443323622554274,3,9,457,44.51686487548625
